ASX code,Company name,Security type,ISIN code
SMMAK,SUMMIT RESOURCES,ORDINARY FULLY PAID DEFERRED,AU0000SMMAK2
SBN,SUN BIOMEDICAL LTD,ORDINARY FULLY PAID,AU000000SBN6
SBNAQ,SUN BIOMEDICAL LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000SBNAQ0
SBNAS,SUN BIOMEDICAL LTD,OPTION EXPIRING 30-JUN-2011 EX 10C,AU0000SBNAS6
SUR,SUN RESOURCES NL,ORDINARY FULLY PAID,AU000000SUR7
SURN,SUN RESOURCES NL,ORDINARY FULLY PAID DEFERRED,AU00000SURN5
SURG,SUN RESOURCES NL,12% UNSEC.RED.CONV.NOTE MATURING 30-JUN-2011,AU00000SURG9
SURAM,SUN RESOURCES NL,OPTION EXPIRING 16-OCT-2011 EX 12.5C,AU0000SURAM0
SURAO,SUN RESOURCES NL,OPTIONS EXPIRING 01-FEB-2012 EX 15C,AU0000SURAO6
SURAS,SUN RESOURCES NL,OPTION EXPIRING 01-FEB-2013 EX 20C,AU0000SURAS7
SURAK,SUN RESOURCES NL,OPTION EXPIRING 01-FEB-2011 EX 12.5C,AU0000SURAK4
SURAQ,SUN RESOURCES NL,OPTION EXPIRING 06-JAN-2014 EX 12C,AU0000SURAQ1
SUN,SUNCORP GROUP LTD,ORDINARY FULLY PAID,AU000000SUN6
SUNDA,SUNCORP GROUP LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000SUNDA8
SBKPA,SUNCORP-METWAY .,5.068% RESET CONVERTIBLE PREFERENCE,AU0000SBKPA8
SBKPB,SUNCORP-METWAY .,NON-CUMULATIVE CONV. PREFERENCE SHARES,AU0000SBKPB6
SBKHB,SUNCORP-METWAY .,UNSECURED PREPETUAL FLOATING RATE CAPITAL NOTE,AU0000SBKHB3
SEA,SUNDANCE ENERGY,ORDINARY FULLY PAID,AU000000SEA7
SEAAM,SUNDANCE ENERGY,OPTION EXPIRING 01-DEC-2015 EX 37C,AU0000SEAAM0
SEAAI,SUNDANCE ENERGY,OPTION EXPIRING 31-DEC-2011 EX VARIOUS PRICES,AU0000SEAAI8
SEAAK,SUNDANCE ENERGY,OPTION EXPIRING 31-MAY-2013 EX VARIOUS PRICES,AU0000SEAAK4
SEAAO,SUNDANCE ENERGY,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000SEAAO6
SDL,SUNDANCE RESOURCES,ORDINARY FULLY PAID,AU000000SDL6
SDLAI,SUNDANCE RESOURCES,OPTION EXPIRING 05-JAN-2012 EX 15C,AU0000SDLAI7
SDLAO,SUNDANCE RESOURCES,OPTION EXPIRING 01-JUN-2013 EX 35C,AU0000SDLAO5
SDLAQ,SUNDANCE RESOURCES,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000SDLAQ0
SDLAU,SUNDANCE RESOURCES,OPTION EXPIRING 04-JAN-2012 EX 10C,AU0000SDLAU2
SDLAW,SUNDANCE RESOURCES,OPTION EXPIRING 03-JAN-2012 EX 20C,AU0000SDLAW8
SDLAZ,SUNDANCE RESOURCES,PERFORMANCE RIGHTS,AU0000SDLAZ1
SDLAK,SUNDANCE RESOURCES,OPTION EXPIRING 31-MAR-2013 EX 35C,AU0000SDLAK3
SDLAY,SUNDANCE RESOURCES,OPTION EXPIRING 08-OCT-2012 EX 40C,AU0000SDLAY4
SDG,SUNLAND GROUP LTD,ORDINARY FULLY PAID,AU000000SDG6
SDGAI,SUNLAND GROUP LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000SDGAI7
SKM,SUNSEEKER MINERALS,ORDINARY FULLY PAID,AU000000SKM9
SKMAI,SUNSEEKER MINERALS,ORDINARY FULLY PAID RESTRICTED,AU0000SKMAI0
SKMAK,SUNSEEKER MINERALS,ORDINARY FULLY PAID RESTRICTED,AU0000SKMAK6
SKMAM,SUNSEEKER MINERALS,ORDINARY FULLY PAID RESTRICTED,AU0000SKMAM2
SHC,"SUNSHINE HEART, INC.",CHESS DEPOSITARY INTERESTS US PROHIBITED 1:1,AU000000SHC6
SHCN,"SUNSHINE HEART, INC.",CHESS DEPOSITARY INTERESTS US PROHIBITED DEF,AU00000SHCN4
SHCAI,"SUNSHINE HEART, INC.",OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,
SHCAK,"SUNSHINE HEART, INC.",OPTION EXPIRING 07-DEC-2014 EX 3.2C,AU0000SHCAK3
SHCAM,"SUNSHINE HEART, INC.",WARRANTS,
SVS,SUNVEST CORPORATION,ORDINARY FULLY PAID,AU000000SVS3
SUL,SUPER RET REP LTD,ORDINARY FULLY PAID,AU000000SUL0
SULAI,SUPER RET REP LTD,OPTION EXPIRING VARIOUS DATES EX $2.25,AU0000SULAI1
SULAQ,SUPER RET REP LTD,PERFORMANCE RIGHTS,AU0000SULAQ4
SULAS,SUPER RET REP LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000SULAS0
SULAK,SUPER RET REP LTD,OPTION EXPIRING VARIOUS DATES EX $2.44,AU0000SULAK7
SPQ,SUPERIOR RESOURCES,ORDINARY FULLY PAID,AU000000SPQ9
SPG,SUPERWOMAN GROUP LTD,ORDINARY FULLY PAID,AU000000SPG0
SNL,SUPPLY NETWORK,ORDINARY FULLY PAID,AU000000SNL5
SWA,SWAN GOLD MINING,ORDINARY FULLY PAID,AU000000SWA9
SWAAB,SWAN GOLD MINING,OPTION EXPIRING 31-DEC-2010 EX $1.20,AU0000SWAAB5
SWAAI,SWAN GOLD MINING,OPTION EXPIRING 30-SEP-2010 EX VARIOUS PRICES,AU0000SWAAI0
SWAAP,SWAN GOLD MINING,OPTION EXPIRING 6-AUG-2010 EX $1.20,AU0000SWAAP5
SWAAS,SWAN GOLD MINING,OPTION EXPIRING 26-FEB-2013 EX 5C,AU0000SWAAS9
SWAAW,SWAN GOLD MINING,OPTION EXPIRING 23-FEB-2012 EX $1.20,AU0000SWAAW1
SWAAY,SWAN GOLD MINING,OPTION EXPIRING 23-FEB-2011 EX $1.20,AU0000SWAAY7
SWAAQ,SWAN GOLD MINING,OPTION EXPIRING 30-JUN-2012 EX 30C,AU0000SWAAQ3
SWK,SWICK MINING,ORDINARY FULLY PAID,AU000000SWK8
SWKXX,SWICK MINING,PLACEMENT,AU0000SWKXX0
SWKAM,SWICK MINING,OPTION EXPIRING 31-DEC-2010 EX $1.25,AU0000SWKAM1
SWKAU,SWICK MINING,OPTION EXPIRING 31-JUL-2011 EX $1.50,AU0000SWKAU4
SWW,SWW ENERGY LIMITED,ORDINARY FULLY PAID,AU000000SWW3
SWWDA,SWW ENERGY LIMITED,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000SWWDA5
SWWAK,SWW ENERGY LIMITED,OPTION EXPIRING 31-DEC-2014 EX 1C,AU0000SWWAK0
SLP,SYLVANIA PLATINUM,COMMON SHARES FULLY PAID,BMG864081044
SYL,SYLVASTATE LIMITED.,ORDINARY FULLY PAID,AU000000SYL2
SY1,SYMBION - EQUITY BSK,SYMBION HEALTH LIMITED - EQUITY BASKET,AU000000SY18
SY1BSK,SYMBION - EQUITY BSK,SYMBION HEALTH LIMITED - OPTION OVER BASKET,AU000SY1BSK8
SY3,SYMBION - OPTION BSK,SYMBION HEALTH LIMITED - OPTION BASKET,AU000000SY34
SYZ,SYMBION WARR.OVERBSK,BASKET SHARES,AU000000SYZ2
SYM,SYMEX HOLDINGS,ORDINARY FULLY PAID,AU000000SYM0
SYMN,SYMEX HOLDINGS,ORDINARY FULLY PAID DEFERRED,AU00000SYMN8
SMD,SYNDICATED METALS,ORDINARY FULLY PAID,AU000000SMD4
SMDO,SYNDICATED METALS,OPTION EXPIRING 31-DEC-2011,AU00000SMDO0
SMDAI,SYNDICATED METALS,OPTION EXPIRING 03-SEP-2012 EX 30C,AU0000SMDAI5
SMDAO,SYNDICATED METALS,OPTION EXPIRING 30-AUG-2011 EX 40C,AU0000SMDAO3
SMDAQ,SYNDICATED METALS,OPTION EXPIRING 31-OCT-2012 EX 40C,AU0000SMDAQ8
SMDAU,SYNDICATED METALS,OPTION EXPIRING 30-NOV-2014 EX VARIOUS PRICES,AU0000SMDAU0
SML,SYNERGY METALS LTD,ORDINARY FULLY PAID,AU000000SML7
SMLDA,SYNERGY METALS LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000SMLDA9
SMLNA,SYNERGY METALS LTD,ORDINARY FULLY PAID DEFERRED,AU0000SMLNA8
SMLDB,SYNERGY METALS LTD,OPTION EXPIRING 31-AUG-2011 DEFERRED SETTLEMENT,AU0000SMLDB7
SMLDC,SYNERGY METALS LTD,OPTION EXPIRING 23-NOV-2015 DEFERRED SETTLEMENT,AU0000SMLDC5
SMLO,SYNERGY METALS LTD,OPTION EXPIRING 31-AUG-2011,AU00000SMLO3
SMLOA,SYNERGY METALS LTD,OPTION EXPIRING 23-NOV-2015,AU0000SMLOA6
SMLAI,SYNERGY METALS LTD,OPTION EXPIRING 31-OCT-2012 EX $1.20,AU0000SMLAI8
SMLAK,SYNERGY METALS LTD,OPTION EXPIRING 20-JUN-2014 EX 32C,AU0000SMLAK4
SNR,SYNERGY PLUS LIMITED,ORDINARY FULLY PAID,AU000000SNR2
SNRAQ,SYNERGY PLUS LIMITED,PERFORMANCE SHARES MANAGEMENT,AU0000SNRAQ6
SNRAA,SYNERGY PLUS LIMITED,OPTION EXPIRING 25-JAN-2013 EX 25C,AU0000SNRAA0
SNRAB,SYNERGY PLUS LIMITED,OPTION EXPIRING 14-OCT-2012 EX 20C,AU0000SNRAB8
SNRAI,SYNERGY PLUS LIMITED,OPTION EXPIRING 08-OCT-2012 EX 4C,AU0000SNRAI3
SNRAU,SYNERGY PLUS LIMITED,OPTION EXPIRING 31-AUG-2011 EX 30C,AU0000SNRAU8
SNRAY,SYNERGY PLUS LIMITED,OPTION EXPIRING 23-AUG-2013 EX 4C,AU0000SNRAY0
SNRAZ,SYNERGY PLUS LIMITED,OPTION EXPIRING 25-JAN-2013 EX 20C,AU0000SNRAZ7
SNRAK,SYNERGY PLUS LIMITED,OPTION EXPIRING 24-JUN-2013 EX 20C,AU0000SNRAK9
SNRAM,SYNERGY PLUS LIMITED,OPTION EXPIRING 20-JUL-2013 EX 20C,AU0000SNRAM5
SNRAO,SYNERGY PLUS LIMITED,OPTION EXPIRING 21-JUL-2013 EX 20C,AU0000SNRAO1
SNRAS,SYNERGY PLUS LIMITED,OPTIONS EXPIRING 20-MAY-2015 EX 4C,AU0000SNRAS2
SNRAW,SYNERGY PLUS LIMITED,OPTION EXPIRING 28-FEB-2012 EX 20C,AU0000SNRAW4
SNRAC,SYNERGY PLUS LIMITED,CONVERTIBLE NOTE MATURING VARIOUS DATES EX 20C,AU0000SNRAC6
SYS,SYNGAS LIMITED,ORDINARY FULLY PAID,AU000000SYS7
SYSAI,SYNGAS LIMITED,DISCOVERY SHARES,AU0000SYSAI8
SYSAM,SYNGAS LIMITED,DISCOVERY SHARES,AU0000SYSAM0
SYSAK,SYNGAS LIMITED,OPTION EXPIRING 31-DEC-2011 EX 8C,AU0000SYSAK4
SYSAW,SYNGAS LIMITED,PERFORMANCE SHARES EXPIRING 15-JAN-2012,AU0000SYSAW9
SYSAY,SYNGAS LIMITED,PERFORMANCE SHARES EXPIRING 15-JUL-2011,AU0000SYSAY5
SYSAA,SYNGAS LIMITED,OPTION EXPIRING 31-DEC-2011 EX 7C,AU0000SYSAA5
SYSAO,SYNGAS LIMITED,OPTION EXPIRING 31-MAR-2011 EX 7C,AU0000SYSAO6
SYSAQ,SYNGAS LIMITED,ORDINARY FULLY PAID DEFERRED,AU0000SYSAQ1
SYR,SYRAH RESOURCES,ORDINARY FULLY PAID,AU000000SYR9
SYRAK,SYRAH RESOURCES,OPTION EXPIRING 31-JUL-2012 EX 25C,AU0000SYRAK6
SYRAM,SYRAH RESOURCES,OPTION EXPIRING 31-JUL-2014 EX 20C,AU0000SYRAM2
SYRAO,SYRAH RESOURCES,OPTION EXPIRING 01-JAN-2015 EX 17C,AU0000SYRAO8
TAH,TABCORP HOLDINGS LTD,ORDINARY FULLY PAID,AU000000TAH8
TAHAK,TABCORP HOLDINGS LTD,SHARE RIGHTS,AU0000TAHAK5
TAHAM,TABCORP HOLDINGS LTD,OPTION EXPIRING VAR.DATES PERFORMANCE EX $12.1539,AU0000TAHAM1
TAHXE,TABCORP HOLDINGS LTD,ENTITLEMENT TO SHARES IN ECHO ENTERTAINMENT GROUP,AU0000TAHXE0
TAHAI,TABCORP HOLDINGS LTD,ORDINARY FULLY PAID DEFERRED,AU0000TAHAI9
TAHHA,TABCORP HOLDINGS LTD,UNSEC.RED.FLOATING RATE BOND MATURING 01-MAY-2014,AU0000TAHHA1
TAG,TAG PACIFIC LIMITED,ORDINARY FULLY PAID,AU000000TAG0
TAGAI,TAG PACIFIC LIMITED,OPTION EXPIRING 04-MAR-2016 EX 20C,AU0000TAGAI1
TAGAQ,TAG PACIFIC LIMITED,OPTION EXPIRING 11-AUG-2016 EX 20C,AU0000TAGAQ4
TAGAK,TAG PACIFIC LIMITED,OPTION EXPIRING 22-DEC-2011 EX VARIOUS PRICES,AU0000TAGAK7
TAGAM,TAG PACIFIC LIMITED,OPTION EXPIRING 31-AUG-2012 EX VARIOUS PRICES,AU0000TAGAM3
TAGAO,TAG PACIFIC LIMITED,OPTION EXPIRING 17-NOV-2013 EX VARIOUS PRICES,AU0000TAGAO9
TA8,TAH EGP OPTIONS,TAH EGP OPTIONS,AU000000TA80
TOV,TAKEOVERS PANEL,TAKEOVERS PANEL,AU000000TOV0
TKG,TAKORADI LIMITED,ORDINARY FULLY PAID,AU000000TKG9
TKGAI,TAKORADI LIMITED,OPTION EXPIRING 19-DEC-2008 EX 50C,AU0000TKGAI0
TKGAK,TAKORADI LIMITED,OPTION EXPIRING 27-OCT-2009 EX 90C,AU0000TKGAK6
TKGAM,TAKORADI LIMITED,10% CONVERTIBLE NOTES MATURING 12-DEC-2009,AU0000TKGAM2
TWO,TALENT2 INTERNATION,ORDINARY FULLY PAID,AU000000TWO8
TWOAB,TALENT2 INTERNATION,OPTION EXPIRING 07-FEB-2012 EX $1.88,AU0000TWOAB4
TWOAE,TALENT2 INTERNATION,OPTION EXPIRING 30-JUN-2012 EX $1.57,AU0000TWOAE8
TWOAF,TALENT2 INTERNATION,OPTION EXPIRING 16-MAY-2012 EX $2.64,AU0000TWOAF5
TWOAG,TALENT2 INTERNATION,OPTION EXPIRING 8-AUG-2012 EX $3.01,AU0000TWOAG3
TWOAH,TALENT2 INTERNATION,OPTION EXPIRING 10-SEP-2013 EX $2.93,AU0000TWOAH1
TWOAL,TALENT2 INTERNATION,OPTION EXPIRING 20-FEB-2013 EX $2.25,AU0000TWOAL3
TWOAM,TALENT2 INTERNATION,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000TWOAM1
TWOAD,TALENT2 INTERNATION,OPTION EXPIRING 25-OCT-2011 EX $1.57,AU0000TWOAD0
TWOAI,TALENT2 INTERNATION,OPTION EXPIRING 23-APR-2013 EX $1.78,AU0000TWOAI9
TLG,TALGA GOLD LTD,ORDINARY FULLY PAID,AU000000TLG7
TLGYY,TALGA GOLD LTD,CONDITIONAL PLACEMENT,AU0000TLGYY5
TLGAU,TALGA GOLD LTD,ORDINARY FULLY PAID RESTRICTED,AU0000TLGAU3
TLGAI,TALGA GOLD LTD,OPTION EXPIRING 21-JUL-2015 EX 35C,AU0000TLGAI8
TLGAY,TALGA GOLD LTD,OPTION EXPIRING 16-DEC-2012 RESTRICTED EX 20C,AU0000TLGAY5
TLM,TALISMAN MINING,ORDINARY FULLY PAID,AU000000TLM5
TLMAI,TALISMAN MINING,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000TLMAI6
TLMAK,TALISMAN MINING,OPTION EXPIRING 31-AUG-2011 EX 22C,AU0000TLMAK2
TLMAM,TALISMAN MINING,OPTION EXPIRING 30-JUN-2013 EX VARIOUS PRICES,AU0000TLMAM8
TWD,TAMAWOOD LIMITED,ORDINARY FULLY PAID,AU000000TWD1
TAM,TANAMI GOLD NL,ORDINARY FULLY PAID,AU000000TAM8
TAMDA,TANAMI GOLD NL,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000TAMDA0
TAMN,TANAMI GOLD NL,ORDINARY FULLY PAID DEFERRED,AU00000TAMN6
TAMR,TANAMI GOLD NL,RIGHTS - APPLICATIONS CLOSE 11-AUG-2010,AU00000TAMR7
TAMAO,TANAMI GOLD NL,OPTION EXPIRING 31-MAR-2012 EX 15C,AU0000TAMAO7
TAMAZ,TANAMI GOLD NL,OPTION EXPIRING 22-NOV-2012 EX VARIOUS PRICES,AU0000TAMAZ3
TAMAM,TANAMI GOLD NL,OPTION EXPIRING 28-FEB-2014 EX 1.3C,AU0000TAMAM1
TAN,TANDOU LIMITED,ORDINARY FULLY PAID,AU000000TAN6
TANXX,TANDOU LIMITED,ENTITLEMENT OFFER,AU0000TANXX8
TANAI,TANDOU LIMITED,"ORDINARY PARTLY PAID TO 20C, 80C UNPAID",AU0000TANAI7
TANAM,TANDOU LIMITED,"ORDINARY PARTLY PAID TO 1C, 99C UNPAID",AU0000TANAM9
TANAK,TANDOU LIMITED,ORDINARY FULLY PAID DEFERRED,AU0000TANAK3
TPT,TANGIERS PETROLEUM,ORDINARY FULLY PAID,AU000000TPT1
TPTOA,TANGIERS PETROLEUM,OPTION EXPIRING 31-OCT-2013,AU0000TPTOA0
TPTAI,TANGIERS PETROLEUM,OPTION EXPIRING 19-JUL-2014 EX 22C,AU0000TPTAI2
TPTAK,TANGIERS PETROLEUM,OPTION EXPIRING 31-AUG-2013 EX VARIOUS PRICES,AU0000TPTAK8
TNP,TANGO PETROLEUM LTD,ORDINARY FULLY PAID,AU000000TNP4
TNPO,TANGO PETROLEUM LTD,OPTION EXPIRING 31-MAY-2011,AU00000TNPO0
TNPOA,TANGO PETROLEUM LTD,OPTION EXPIRING 30-JUN-2012,AU0000TNPOA3
TAP,TAP OIL LIMITED,ORDINARY FULLY PAID,AU000000TAP1
TAPAI,TAP OIL LIMITED,OPTION EXPIRING VARIOUS DATES EMP. EX VAR. PRICES,AU0000TAPAI2
TAPAK,TAP OIL LIMITED,ORDINARY FULLY PAID DEFERRED,AU0000TAPAK8
TEX,TARGET ENERGY,ORDINARY FULLY PAID,AU000000TEX7
TEXOB,TARGET ENERGY,OPTION EXPIRING 31-OCT-2012,AU0000TEXOB4
TEXAK,TARGET ENERGY,OPTION EXPIRING 31-MAR-2012 EX 5C,AU0000TEXAK4
TEXAM,TARGET ENERGY,OPTION EXPIRING 31-MAR-2013 EX 7C,AU0000TEXAM0
TEXAQ,TARGET ENERGY,OPTION EXPIRING 31-MAR-2014 EX 10C,AU0000TEXAQ1
TEXAS,TARGET ENERGY,ORDINARY FULLY PAID DEFERRED,AU0000TEXAS7
TEXAU,TARGET ENERGY,OPTION EXPIRING 31-MAR-2012 DEFERRED,AU0000TEXAU3
TEXAW,TARGET ENERGY,OPTION EXPIRING 31-MAR-2013 DEFERRED,AU0000TEXAW9
TEXAY,TARGET ENERGY,OPTION EXPIRING 31-MAR-2014 DEFERRED,AU0000TEXAY5
TAS,TASMAN RESOURCES LTD,ORDINARY FULLY PAID,AU000000TAS5
TASN,TASMAN RESOURCES LTD,ORDINARY FULLY PAID DEFERRED,AU00000TASN3
TASOA,TASMAN RESOURCES LTD,OPTION EXPIRING 30-JUN-2012 DEFERRED,AU0000TASOA4
TASOB,TASMAN RESOURCES LTD,OPTION EXPIRING 30-JUN-2012,AU0000TASOB2
TASAI,TASMAN RESOURCES LTD,OPTION EXPIRING 30-JUN-2012,AU0000TASAI6
TASAK,TASMAN RESOURCES LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000TASAK2
TASAM,TASMAN RESOURCES LTD,OPTION EXPIRING 20-NOV-2012 EX 16.875C,AU0000TASAM8
TMM,TASMANIA MINES LTD,ORDINARY FULLY PAID,AU000000TMM3
TGR,TASSAL GROUP LIMITED,ORDINARY FULLY PAID,AU000000TGR4
TGRAI,TASSAL GROUP LIMITED,PERFORMANCE RIGHTS,AU0000TGRAI5
TTS,TATTS GROUP LTD,ORDINARY FULLY PAID,AU000000TTS5
TTSAI,TATTS GROUP LTD,OPTION EXPIRING 30-NOV-2014 EX $3.99,AU0000TTSAI6
TTSAK,TATTS GROUP LTD,OPTION EXPIRING 07-JUL-2012 EX $3.10,AU0000TTSAK2
TTSAM,TATTS GROUP LTD,PERFORMANCE RIGHTS,AU0000TTSAM8
TTSAO,TATTS GROUP LTD,OPTION EXPIRING 30-NOV-2013 EX VARIOUS PRICES,AU0000TTSAO4
TTSAQ,TATTS GROUP LTD,PERFORMANCE RIGHTS,AU0000TTSAQ9
TTSAS,TATTS GROUP LTD,OPTION EXPIRING 30-NOV-2015 EX $2.56,AU0000TTSAS5
TTSAW,TATTS GROUP LTD,PERFORMANCE RIGHT EXPIRING 12-OCT-2013,AU0000TTSAW7
TTSAZ,TATTS GROUP LTD,PERFORMANCE RIGHTS EXPIRING 12-OCT-2014,AU0000TTSAZ0
TTSAY,TATTS GROUP LTD,PERFORMANCE RIGHTS EXPIRING 30-NOV-2016,AU0000TTSAY3
TAW,TAWANA RESOURCES NL,ORDINARY FULLY PAID,AU000000TAW7
TAWAK,TAWANA RESOURCES NL,OPTION EXPIRING 23-FEB-2013 EX 1C,AU0000TAWAK4
TAWAM,TAWANA RESOURCES NL,OPTION EXPIRING 17-JAN-2014 EX 10C,AU0000TAWAM0
TAWAO,TAWANA RESOURCES NL,OPTION EXPIRING 18-JUN-2012 EX 7C,AU0000TAWAO6
TAWAQ,TAWANA RESOURCES NL,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000TAWAQ1
TAWAI,TAWANA RESOURCES NL,OPTION EXPIRING 30-NOV-2011 EX 35C,AU0000TAWAI8
TAWAS,TAWANA RESOURCES NL,OPTION EXPIRING 17-JAN-2013 EX VARIOUS PRICES,AU0000TAWAS7
TCN,TECHNICHE LIMITED.,ORDINARY FULLY PAID,AU000000TCN2
TCNAQ,TECHNICHE LIMITED.,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000TCNAQ6
TNE,TECHNOLOGY ONE,ORDINARY FULLY PAID,AU000000TNE8
TNEAI,TECHNOLOGY ONE,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000TNEAI9
TTRDA,TECTONIC RESOURCES,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000TTRDA9
TTRAI,TECTONIC RESOURCES,OPTION EXPIRING 30-DEC-2013 EX 7.5C,AU0000TTRAI8
TTRAM,TECTONIC RESOURCES,OPTION EXPIRING VAR DATES DIRECTOR EX VAR PRICES,AU0000TTRAM0
TTRAO,TECTONIC RESOURCES,OPTION EXPIRING 03-DEC-2011 EX 7.08C,AU0000TTRAO6
TTRAS,TECTONIC RESOURCES,OPTION EXPIRING 22-JUL-2012 EX 6.5C,AU0000TTRAS7
TTRAU,TECTONIC RESOURCES,OPTION EXPIRING 06-JAN-2013 EX 10C,AU0000TTRAU3
TTRAK,TECTONIC RESOURCES,OPTION EXPIRING 09-SEP-2011 EX 7.08C,AU0000TTRAK4
TTRAQ,TECTONIC RESOURCES,OPTION EXPIRING VAR DATES EMPLOYEE EX VAR PRICES,AU0000TTRAQ1
TTRAW,TECTONIC RESOURCES,ORDINARY FULLY PAID DEFERRED,AU0000TTRAW9
TTR,TECTONIC RESOURCES,ORDINARY FULLY PAID,AU000000TTR7
TPC,TEL.PACIFIC LIMITED,ORDINARY FULLY PAID,AU000000TPC7
TPCAI,TEL.PACIFIC LIMITED,OPTION EXPIRING VARI DATES EMPLOYEE EX VARI PRICES,AU0000TPCAI8
TEL,TELECOM CORPORATION,ORDINARY FULLY PAID,NZTELE0001S4
TEO,TELESSO TECH LTD,ORDINARY FULLY PAID,AU000000TEO6
TEOAI,TELESSO TECH LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000TEOAI7
TEOAK,TELESSO TECH LTD,OPTION EXPIRING 28-FEB-2009 SHAREHOLDER EX 25C,AU0000TEOAK3
TLZ,TELEZON LIMITED,ORDINARY FULLY PAID,AU000000TLZ7
TLZN,TELEZON LIMITED,ORDINARY FULLY PAID DEFERRED,AU00000TLZN5
TLZAI,TELEZON LIMITED,OPTION EXPIRING 31-DEC-2013 EX 20C,AU0000TLZAI8
TLU,TELLUS RES LTD,ORDINARY FULLY PAID,AU000000TLU8
TLUAI,TELLUS RES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000TLUAI9
TLUAK,TELLUS RES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000TLUAK5
TLUAM,TELLUS RES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000TLUAM1
TLUAO,TELLUS RES LTD,OPTION EXPIRING 31-MAR-2014 RESTRICTED EX 30C,AU0000TLUAO7
TLUAQ,TELLUS RES LTD,OPTION EXPIRING 30-APR-2014 RESTRICTED EX 30C,AU0000TLUAQ2
TL3,TELSTRA - TLSCA,TELSTRA CORPORATION LTD. INSTAL.RECEIPTS - TLSCA,AU000000TL38
TL2,TELSTRA - TLSCB,TELSTRA CORPORATION LTD. INSTAL. RECEIPTS - TLSCB,AU000000TL20
TLS,TELSTRA CORPORATION.,ORDINARY FULLY PAID,AU000000TLS2
TLSCA,TELSTRA CORPORATION.,INSTALMENT RECEIPTS,AU0000TLSCA6
TLSHV,TELSTRA CORPORATION.,7.25%MTN NOV-12 MIN.CONS.$5HT NON-CHESS,AU0000TLSHV1
TLSHA,TELSTRA CORPORATION.,6.25% MTN MAT. 15-NOV-2013 MIN.CONS.$5HT NON CHESS,AU0000TLSHA5
TLSHX,TELSTRA CORPORATION.,6.25% MTN MAT. 15-APR-2015 MIN.CONS. $5HT NONCHESS,AU0000TLSHX7
TLI,TELSTRA IRS,INSTALMENT RECEIPTS,AU000000TLI3
TGG,TEMPLETON GLOBAL,ORDINARY FULLY PAID,AU000000TGG7
TEN,TEN NETWORK HOLDINGS,ORDINARY FULLY PAID,AU000000TEN8
TGZ,TERANGA GOLD CORP,CHESS DEPOSITARY INTERESTS 1:1,AU000000TGZ7
TGZAI,TERANGA GOLD CORP,COMMON SHARES,AU0000TGZAI8
TGZAK,TERANGA GOLD CORP,OPTION EXPIRING 26-NOV-2020 EX C$3.00,AU0000TGZAK4
TMX,TERRAIN MINERALS,ORDINARY FULLY PAID,AU000000TMX0
TMXOA,TERRAIN MINERALS,OPTION EXPIRING 31-DEC-2012,AU0000TMXOA9
TMXAE,TERRAIN MINERALS,OPTION EXPIRING 05-APR-2014 EX 5C,AU0000TMXAE0
TMXAM,TERRAIN MINERALS,OPTION EXPIRING 10-SEP-2013 EX 20C,AU0000TMXAM3
TMXAQ,TERRAIN MINERALS,OPTION EXPIRING 30-NOV-2014 EX 18C,AU0000TMXAQ4
TMXAW,TERRAIN MINERALS,OPTION EXPIRING 31-DEC-2012 EX 8C,AU0000TMXAW2
TMXAY,TERRAIN MINERALS,OPTION EXPIRING 22-MAR-2012 EX 20C,AU0000TMXAY8
TMXAZ,TERRAIN MINERALS,OPTION EXPIRING 31-DEC-2012 EX 4.6C,AU0000TMXAZ5
TMXAI,TERRAIN MINERALS,OPTION EXPIRING 30-NOV-2013 EX 20C,AU0000TMXAI1
TMXAO,TERRAIN MINERALS,OPTION EXPIRING 08-OCT-2014 EX 11C,AU0000TMXAO9
TZN,TERRAMIN AUSTRALIA.,ORDINARY FULLY PAID,AU000000TZN3
TZNAG,TERRAMIN AUSTRALIA.,OPTION EXPIRING 07-AUG-2011 EX $1.42,AU0000TZNAG8
